trace_id,event:start_weekday,trace:cycle_time,adaptation_action
343,0,216.26886901666663,no-action
344,0,205.6821663833333,no-action
345,0,239.10328185,no-action
346,2,255.60609986666665,skip
347,0,1163.8500544333333,skip
348,1,1047.2192883333332,skip
349,1,1183.7200267,skip
350,1,253.02191313333333,skip
351,0,234.5809258833333,no-action
352,0,1116.4712956666667,skip
353,1,222.7827613166667,no-action
354,1,234.70122025,no-action
355,1,219.09983521666663,no-action
356,1,195.3579311,no-action
357,2,246.07186665,no-action
358,1,269.0039009166667,skip
359,1,217.19232268333332,no-action
360,1,210.86514646666663,insert
361,1,224.2824619,no-action
362,1,267.5312519166667,skip
363,1,1200.6436182666666,skip
364,1,1028.90290765,skip
365,2,1173.76520605,skip
366,2,243.84796245,no-action
367,2,232.27936795,no-action
368,3,1201.4766645,skip
369,1,237.90768621666663,no-action
370,1,258.67579055,skip
371,2,216.56043716666667,no-action
372,2,213.15556611666668,insert
373,2,225.9063099,no-action
374,2,237.77777796666663,no-action
375,2,239.33527641666663,no-action
376,2,221.73264266666664,insert
377,2,228.53700458333333,no-action
378,2,223.8924450833333,no-action
379,3,1202.5759800166666,skip
380,2,1233.7357890166666,skip
381,2,1203.44958145,skip
382,2,266.3659562,skip
383,3,213.97262601666668,no-action
384,3,1082.5396030333334,skip
385,3,220.50062563333333,no-action
386,2,259.00936383333334,skip
387,2,251.1448607833333,skip
388,3,206.56349695,no-action
389,3,230.69446831666667,no-action
390,3,240.6397498166667,no-action
391,3,209.95496661666667,no-action
392,3,197.9320711833333,no-action
393,3,236.94284516666667,no-action
394,3,246.4547182833333,no-action
395,3,3947.45599525,skip
396,3,4694.8720379,skip
397,3,4179.92889415,skip
398,3,257.97544543333333,skip
399,3,234.5448822,no-action
