trace_id,event:start_weekday,trace:cycle_time,adaptation_action
343,0,216.26886901666663,no-action
344,0,205.6821663833333,no-action
345,0,239.10328185,no-action
346,2,255.60609986666665,skip
347,0,1163.8500544333333,skip
348,1,1047.2192883333332,skip
349,1,1183.7200267,skip
350,1,253.02191313333333,skip
351,0,234.5809258833333,no-action
352,0,1116.4712956666667,skip
353,1,222.7827613166667,no-action
354,1,234.70122025,no-action
355,1,219.09983521666663,no-action
356,1,195.3579311,no-action
357,2,246.07186665,no-action
358,1,269.0039009166667,skip
359,1,217.19232268333332,no-action
360,1,210.86514646666663,insert
361,1,224.2824619,no-action
362,1,267.5312519166667,skip
363,1,1200.6436182666666,skip
364,1,1028.90290765,skip
365,2,1173.76520605,skip
366,2,243.84796245,no-action
367,2,232.27936795,no-action
368,3,1201.4766645,skip
369,1,237.90768621666663,no-action
370,1,258.67579055,skip
371,2,216.56043716666667,no-action
372,2,213.15556611666668,insert
373,2,225.9063099,no-action
374,2,237.77777796666663,no-action
375,2,239.33527641666663,no-action
376,2,221.73264266666664,insert
377,2,228.53700458333333,no-action
378,2,223.8924450833333,no-action
379,3,1202.5759800166666,skip
380,2,1233.7357890166666,skip
381,2,1203.44958145,skip
382,2,266.3659562,skip
383,3,213.97262601666668,no-action
384,3,1082.5396030333334,skip
385,3,220.50062563333333,no-action
386,2,259.00936383333334,skip
387,2,251.1448607833333,skip
388,3,206.56349695,no-action
389,3,230.69446831666667,no-action
390,3,240.6397498166667,no-action
391,3,209.95496661666667,no-action
392,3,197.9320711833333,no-action
393,3,236.94284516666667,no-action
394,3,246.4547182833333,no-action
395,3,3947.45599525,skip
396,3,4694.8720379,skip
397,3,4179.92889415,skip
398,3,257.97544543333333,skip
399,3,234.5448822,no-action
400,4,3872.012316,skip
401,2,225.13753878333333,no-action
402,4,240.24919093333327,no-action
403,4,219.07778041666663,no-action
404,3,207.57402553333333,no-action
405,3,239.6876928833333,no-action
406,4,260.75563973333334,skip
407,4,215.2522287333333,no-action
408,4,207.03236076666667,insert
409,4,209.56281178333333,no-action
410,4,255.5731959,skip
411,4,1217.29019985,skip
412,2,1191.0864591,skip
413,4,1144.0575025166668,skip
414,4,241.51183733333332,no-action
415,4,219.25156481666667,no-action
416,4,1136.966610833333,skip
417,4,248.85889846666663,no-action
418,0,260.8525125,skip
419,0,232.7995454333333,no-action
420,0,205.2602839,insert
421,4,207.05174581666665,no-action
422,4,259.67026896666664,skip
423,3,237.3338880833333,no-action
424,0,198.4257168833333,no-action
425,0,212.74841501666663,no-action
426,0,241.05246571666663,no-action
427,0,1299.7078768166666,skip
428,0,1035.2873085,skip
429,0,1206.85206,skip
430,0,266.67163515,skip
431,0,221.63274618333327,no-action
432,0,1122.540910683333,skip
433,0,222.37041546666663,no-action
434,3,250.89532738333327,skip
435,0,229.63788078333332,no-action
436,1,202.7428041,no-action
437,1,215.48162105,no-action
438,1,235.21586375,no-action
439,0,219.28039226666667,no-action
440,0,205.18679825,no-action
441,1,239.0433049,no-action
442,1,260.5616367,skip
443,1,1182.58885175,skip
444,1,1022.01138845,skip
445,0,1315.6211102,skip
446,3,257.6946423333333,skip
447,1,235.22701885,no-action
448,1,1186.6297263,skip
449,1,216.3382397833333,no-action
450,1,243.15353201666667,no-action
451,1,221.05679261666663,no-action
452,1,195.1765788833333,no-action
453,1,223.0421320833333,no-action
454,2,261.2004977166667,skip
455,2,215.2856279,no-action
456,2,209.37937398333327,insert
457,3,219.8434919,no-action
458,1,256.8600061833333,skip
459,1,1105.62900785,skip
460,2,1145.7442355333333,skip
461,2,1165.119594666667,skip
462,2,246.07056746666663,no-action
463,2,215.94772903333333,no-action
464,2,1110.5808617833334,skip
465,2,249.71799091666668,no-action
466,2,257.92065568333334,skip
467,2,210.16031286666663,no-action
468,3,213.86136473333332,insert
469,2,225.0500264,no-action
470,2,252.12991405,skip
471,2,245.5308567833333,no-action
472,3,195.12557988333333,no-action
473,3,227.3180013,no-action
474,3,241.3990773,no-action
475,2,4031.044368283333,skip
476,2,4123.3321069,skip
477,3,3882.1132881,skip
478,3,253.90540736666668,skip
479,3,222.43677036666668,no-action
480,3,4088.027461816667,skip
481,3,229.46874065,no-action
482,3,261.1478647,skip
483,3,240.48038666666667,no-action
484,3,195.6457412833333,no-action
485,3,215.66434075,no-action
486,3,235.82119208333333,no-action
487,3,219.3750674833333,no-action
488,3,198.69147438333331,no-action
489,4,236.1546579333333,no-action
490,3,264.8058477833333,skip
491,4,1095.96036,skip
492,4,1155.0236288833332,skip
493,3,1252.82218615,skip
494,3,253.91482316666668,skip
495,4,241.6435039333333,no-action
496,4,1205.7628313,skip
497,4,221.63243838333327,no-action
498,4,242.51795203333333,no-action
499,4,215.33165436666667,no-action
500,4,223.42845966666667,insert
501,3,240.4431596,no-action
502,4,270.6567345166667,skip
503,4,209.19208655,no-action
504,4,207.12411196666667,insert
505,4,226.3968471,no-action
506,4,269.44718401666665,skip
507,0,1142.2903737833333,skip
508,0,1173.2067950333333,skip
509,0,1166.297803466667,skip
510,4,239.38493126666663,no-action
511,4,214.10991851666665,no-action
512,3,1146.87964265,skip
513,0,244.98438426666667,no-action
514,0,267.6270394,skip
515,0,214.92869416666667,no-action
516,0,207.99470458333332,insert
517,0,211.36185766666668,no-action
518,0,266.8203588,skip
519,0,235.05120828333327,no-action
520,0,224.5802516,insert
521,0,226.4640685,no-action
522,0,237.1935996,no-action
523,3,1302.6355750333332,skip
524,0,1155.851807883333,skip
525,1,1232.3553213333332,skip
526,1,259.3401156333333,skip
527,1,205.6898611833333,no-action
528,0,1151.9890518,skip
529,0,221.88480786666668,no-action
530,1,265.77545871666666,skip
531,1,235.31082768333332,no-action
532,1,196.86323975,no-action
533,1,230.9233156,no-action
534,3,245.87748905,no-action
535,1,213.92292498333333,no-action
536,1,197.69076673333333,no-action
537,1,241.90493141666667,no-action
538,1,254.94086378333333,skip
539,1,1192.5049048833334,skip
540,1,1123.09449425,skip
541,1,1106.1216813833332,skip
542,2,261.74681838333333,skip
543,2,248.2712183333333,no-action
544,2,1133.2419502166667,skip
545,4,228.84243061666663,no-action
546,1,244.0247887833333,no-action
547,1,220.44918956666663,no-action
548,2,201.57516925,no-action
549,2,248.62491066666664,no-action
550,2,250.36931901666668,skip
551,2,224.62486491666667,no-action
552,2,200.19506961666667,insert
553,2,227.7333707,no-action
554,2,252.335879,skip
555,2,4089.833812,skip
556,0,4401.796678466667,skip
557,4,4068.64317305,skip
558,2,243.44381655,no-action
559,2,223.53246745,no-action
560,2,3558.1708618666667,skip
561,3,240.7393071,no-action
562,3,257.85321718333336,skip
563,3,214.6813328,no-action
564,2,213.32544783333333,insert
565,2,221.2801909833333,no-action
566,3,256.7544915166667,skip
567,3,245.68446323333333,no-action
568,4,200.40230711666663,no-action
569,3,227.49632583333332,no-action
570,3,243.80694946666668,no-action
571,3,1172.05096365,skip
572,3,1165.8275139833331,skip
573,3,1197.6035654,skip
574,3,258.7388760333333,skip
575,3,222.52546515,no-action
576,3,1173.3895964,skip
577,3,218.68922821666663,no-action
578,4,253.77656898333333,skip
579,3,246.8912763833333,no-action
580,4,197.10345055,no-action
581,4,217.63222501666667,no-action
582,3,241.7430637666667,no-action
583,3,215.17949241666668,no-action
584,4,196.17983361666663,no-action
585,4,229.57336456666667,no-action
586,4,262.35471835,skip
587,4,1077.5153348166666,skip
588,4,1152.0394626,skip
589,4,1258.3071804166666,skip
590,3,265.15783045,skip
591,4,242.63426823333333,no-action
592,4,1204.6287978833334,skip
593,4,219.3218444833333,no-action
594,4,238.92381131666667,no-action
595,4,224.87790805,no-action
596,0,204.48315206666663,no-action
597,0,237.6272969166667,no-action
598,0,262.2457162833333,skip
599,4,223.01395066666663,no-action
600,4,213.17777106666668,insert
601,4,221.14201916666667,no-action
602,0,253.21233741666663,skip
603,0,1213.06704685,skip
604,0,1090.6521677166666,skip
605,0,1149.6993965833333,skip
606,0,237.1727196666667,no-action
607,0,228.9477199,no-action
608,0,1139.6500403,skip
609,0,230.51896411666667,no-action
610,0,266.7899051,skip
611,0,219.565066,no-action
612,4,204.38595231666667,insert
613,0,228.93684453333333,no-action
614,1,253.35058793333332,skip
615,1,233.6627101,no-action
616,1,204.34194506666665,no-action
617,0,219.11270895,no-action
618,0,246.36064541666667,no-action
619,1,1216.89011125,skip
620,1,1160.04459585,skip
621,1,1179.50488295,skip
622,1,266.51390376666666,skip
623,4,212.3039338,no-action
624,1,1139.5210415666666,skip
625,1,227.1443902,no-action
626,1,253.5562386333333,skip
627,1,237.31129611666665,no-action
628,1,199.1470909,no-action
629,1,221.46440278333333,no-action
630,1,227.18379116666668,no-action
631,2,221.36949058333332,no-action
632,2,204.97714743333333,no-action
633,2,232.49629113333333,no-action
634,4,264.62956998333334,skip
635,1,4496.380595916667,skip
636,1,3811.2826001666663,skip
637,2,4047.7433679333335,skip
638,2,264.1635764833333,skip
639,2,241.79829955,no-action
640,2,3804.199456916667,skip
641,2,211.85307125,no-action
642,2,245.05655665,no-action
643,2,223.31784693333333,no-action
644,2,222.38252621666663,insert
645,4,229.99396925,no-action
646,2,255.71466635,skip
647,2,220.9284522833333,no-action
648,2,210.06241181666667,insert
649,3,222.20066271666667,no-action
650,3,253.2379873333333,skip
651,3,1293.2896921166666,skip
652,2,1151.6747248666666,skip
653,2,1226.7048026166667,skip
654,3,238.6453895,no-action
655,3,220.76481728333331,no-action
656,4,1131.1770978,skip
657,3,250.9193378,skip
658,3,253.63159426666667,skip
659,3,220.55424778333327,no-action
