trace_id,event:start_weekday,trace:cycle_time,adaptation_action,adaptation_action_recommendation,hit
451,1,221.05679261666663,no-action,skip,0
452,1,195.1765788833333,no-action,skip,0
453,1,223.0421320833333,no-action,skip,0
454,2,261.2004977166667,skip,skip,1
455,2,215.2856279,no-action,skip,0
456,2,209.37937398333327,insert,skip,0
457,3,219.8434919,no-action,skip,0
458,1,256.8600061833333,skip,skip,1
459,1,1105.62900785,skip,skip,1
460,2,1145.7442355333333,skip,skip,1
461,2,1165.119594666667,skip,skip,1
462,2,246.07056746666663,no-action,skip,0
463,2,215.94772903333333,no-action,skip,0
464,2,1110.5808617833334,skip,skip,1
465,2,249.71799091666668,no-action,skip,0
466,2,257.92065568333334,skip,skip,1
467,2,210.16031286666663,no-action,skip,0
468,3,213.8613647333333,insert,skip,0
469,2,225.0500264,no-action,skip,0
470,2,252.12991405,skip,skip,1
471,2,245.5308567833333,no-action,skip,0
472,3,195.12557988333333,no-action,skip,0
473,3,227.3180013,no-action,skip,0
474,3,241.3990773,no-action,skip,0
475,2,4031.044368283333,skip,skip,1
476,2,4123.3321069,skip,skip,1
477,3,3882.1132881,skip,skip,1
478,3,253.90540736666668,skip,skip,1
479,3,222.43677036666668,no-action,skip,0
480,3,4088.027461816667,skip,skip,1
481,3,229.46874065,no-action,skip,0
482,3,261.1478647,skip,skip,1
483,3,240.48038666666667,no-action,skip,0
484,3,195.6457412833333,no-action,skip,0
485,3,215.66434075,no-action,skip,0
486,3,235.82119208333333,no-action,skip,0
487,3,219.3750674833333,no-action,skip,0
488,3,198.6914743833333,no-action,skip,0
489,4,236.1546579333333,no-action,skip,0
490,3,264.8058477833333,skip,skip,1
491,4,1095.96036,skip,skip,1
492,4,1155.0236288833332,skip,skip,1
493,3,1252.82218615,skip,skip,1
494,3,253.91482316666668,skip,skip,1
495,4,241.6435039333333,no-action,skip,0
496,4,1205.7628313,skip,skip,1
497,4,221.63243838333327,no-action,skip,0
498,4,242.51795203333333,no-action,skip,0
499,4,215.33165436666667,no-action,skip,0
500,4,223.42845966666667,insert,skip,0
501,3,240.4431596,no-action,skip,0
502,4,270.6567345166667,skip,skip,1
503,4,209.19208655,no-action,skip,0
504,4,207.12411196666667,insert,skip,0
505,4,226.3968471,no-action,skip,0
506,4,269.44718401666665,skip,skip,1
507,0,1142.2903737833333,skip,skip,1
508,0,1173.2067950333333,skip,skip,1
509,0,1166.297803466667,skip,skip,1
510,4,239.38493126666663,no-action,skip,0
511,4,214.10991851666665,no-action,skip,0
512,3,1146.87964265,skip,skip,1
513,0,244.98438426666667,no-action,skip,0
514,0,267.6270394,skip,skip,1
515,0,214.92869416666667,no-action,skip,0
516,0,207.9947045833333,insert,skip,0
517,0,211.36185766666668,no-action,skip,0
518,0,266.8203588,skip,skip,1
519,0,235.05120828333327,no-action,skip,0
520,0,224.5802516,insert,skip,0
521,0,226.4640685,no-action,skip,0
522,0,237.1935996,no-action,skip,0
523,3,1302.6355750333332,skip,skip,1
524,0,1155.851807883333,skip,skip,1
525,1,1232.3553213333332,skip,skip,1
526,1,259.3401156333333,skip,skip,1
527,1,205.6898611833333,no-action,skip,0
528,0,1151.9890518,skip,skip,1
529,0,221.88480786666668,no-action,skip,0
530,1,265.77545871666666,skip,skip,1
531,1,235.3108276833333,no-action,skip,0
532,1,196.86323975,no-action,skip,0
533,1,230.9233156,no-action,skip,0
534,3,245.87748905,no-action,skip,0
535,1,213.92292498333333,no-action,skip,0
536,1,197.69076673333333,no-action,skip,0
537,1,241.90493141666667,no-action,skip,0
538,1,254.94086378333333,skip,skip,1
539,1,1192.5049048833334,skip,skip,1
540,1,1123.09449425,skip,skip,1
541,1,1106.1216813833332,skip,skip,1
542,2,261.74681838333333,skip,skip,1
543,2,248.2712183333333,no-action,skip,0
544,2,1133.2419502166667,skip,skip,1
545,4,228.84243061666663,no-action,skip,0
546,1,244.0247887833333,no-action,skip,0
547,1,220.44918956666663,no-action,skip,0
548,2,201.57516925,no-action,skip,0
549,2,248.62491066666664,no-action,skip,0
550,2,250.36931901666668,skip,skip,1
551,2,224.62486491666667,no-action,skip,0
552,2,200.19506961666667,insert,skip,0
553,2,227.7333707,no-action,skip,0
554,2,252.335879,skip,skip,1
555,2,4089.833812,skip,skip,1
556,0,4401.796678466667,skip,skip,1
557,4,4068.64317305,skip,skip,1
558,2,243.44381655,no-action,skip,0
559,2,223.53246745,no-action,skip,0
560,2,3558.1708618666667,skip,skip,1
561,3,240.7393071,no-action,skip,0
562,3,257.85321718333336,skip,skip,1
563,3,214.6813328,no-action,skip,0
564,2,213.32544783333333,insert,skip,0
565,2,221.2801909833333,no-action,skip,0
566,3,256.7544915166667,skip,skip,1
567,3,245.68446323333333,no-action,skip,0
568,4,200.40230711666663,no-action,skip,0
569,3,227.4963258333333,no-action,skip,0
570,3,243.80694946666668,no-action,skip,0
571,3,1172.05096365,skip,skip,1
572,3,1165.8275139833331,skip,skip,1
573,3,1197.6035654,skip,skip,1
574,3,258.7388760333333,skip,skip,1
575,3,222.52546515,no-action,skip,0
576,3,1173.3895964,skip,skip,1
577,3,218.68922821666663,no-action,skip,0
578,4,253.77656898333333,skip,skip,1
579,3,246.8912763833333,no-action,skip,0
580,4,197.10345055,no-action,skip,0
581,4,217.63222501666667,no-action,skip,0
582,3,241.7430637666667,no-action,skip,0
583,3,215.17949241666668,no-action,skip,0
584,4,196.17983361666663,no-action,skip,0
585,4,229.57336456666667,no-action,skip,0
586,4,262.35471835,skip,skip,1
587,4,1077.5153348166666,skip,skip,1
588,4,1152.0394626,skip,skip,1
589,4,1258.3071804166666,skip,skip,1
590,3,265.15783045,skip,skip,1
591,4,242.63426823333333,no-action,skip,0
592,4,1204.6287978833334,skip,skip,1
593,4,219.3218444833333,no-action,skip,0
594,4,238.92381131666667,no-action,skip,0
595,4,224.87790805,no-action,skip,0
596,0,204.48315206666663,no-action,skip,0
597,0,237.6272969166667,no-action,skip,0
598,0,262.2457162833333,skip,skip,1
599,4,223.01395066666663,no-action,skip,0
