ApplicationType_Limit raise,ApplicationType_New credit,LoanGoal_Car,LoanGoal_Caravan / Camper,LoanGoal_Existing loan takeover,LoanGoal_Extra spending limit,LoanGoal_Home improvement,LoanGoal_Motorcycle,LoanGoal_Not speficied,LoanGoal_Other see explanation,LoanGoal_Remaining debt home,LoanGoal_Unknown,LoanGoal_other,RequestedAmount,CreditScore,timesincefirstcase,duration,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,open_cases,month,weekday,hour,treatment,adaptation_action_recommendation,hit
0,1,0,0,1,0,0,0,0,0,0,0,0,17000.0,899,81.153325,22.217744,8304.0,500.0,37,17000.0,1528,4,4,14,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899,81.163812,30.675911,8304.0,247.52,80,0.0,1638,3,1,14,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,743,81.173155,19.948772,8304.0,100.0,58,5000.0,1572,4,2,14,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,81.176051,30.663758,5000.0,122.66,46,5000.0,1540,3,5,9,0,0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,17500.0,899,81.18294,30.656843,8304.0,95.0,138,9500.0,1636,3,1,15,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,970,81.184847,8.707235,15000.0,281.65,60,15000.0,1621,3,2,14,1,1,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,81.186842,19.9977,8304.0,120.0,89,8600.0,1595,4,2,8,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,28500.0,914,81.198481,47.663816,8304.0,300.0,118,28500.0,1582,4,0,8,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,81.203429,30.636856,8304.0,247.52,80,0.0,1631,3,1,16,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,40000.0,899,81.2226,31.617679,40000.0,402.77,126,40000.0,1643,3,2,18,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,7000.0,875,81.230581,9.741353,8304.0,150.0,54,7000.0,1542,3,5,9,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,81.23575,30.60457,5000.0,98.8,59,5000.0,1630,3,1,15,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,8000.0,772,81.240652,22.767468,3000.0,165.0,72,10000.0,1568,4,1,11,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,81.241996,16.83001,8304.0,250.0,69,15000.0,1632,3,1,16,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,15500.0,739,81.244361,12.842863,5500.0,155.0,127,15500.0,1570,4,4,7,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,81.246179,9.890583,5000.0,150.0,127,15000.0,1546,3,5,10,0,0,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,899,81.248048,12.946519,5000.0,250.0,82,17500.0,1591,3,0,12,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,6000.0,899,81.255043,30.585177,8304.0,60.0,138,6000.0,1623,4,4,6,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5238.0,743,81.274182,13.724006,5200.0,101.29,60,5200.0,1568,4,4,11,1,1,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,81.282234,23.750945,10000.0,347.03,31,10000.0,1568,4,3,7,1,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899,81.29966,31.540264,8304.0,100.0,134,10000.0,1653,3,2,9,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,1021,81.315078,12.735867,3600.0,108.0,58,5400.0,1594,3,3,9,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,16000.0,899,81.321254,30.518857,16000.0,400.23,59,21000.0,1646,3,1,19,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899,81.327799,30.512367,10000.0,224.5,50,10000.0,1548,3,5,10,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,22000.0,899,81.332055,30.507965,22000.0,249.35,109,22000.0,1548,3,5,10,0,0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,903,81.337172,19.843134,1000.0,300.0,56,15000.0,1546,4,4,9,1,1,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,981,81.341024,7.866955,10000.0,191.27,60,10000.0,1624,3,1,8,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,7863.0,899,81.345063,31.494762,7900.0,197.62,45,7900.0,1657,3,2,9,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,942,81.348462,16.839253,25000.0,745.88,36,25000.0,1532,4,4,12,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,81.353152,21.727988,8304.0,300.0,56,15000.0,1588,4,2,9,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,29000.0,899,81.366933,13.753275,8304.0,350.0,100,29000.0,1569,4,4,11,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,21500.0,899,81.37005,0.605066,8304.0,247.52,80,0.0,1661,3,2,8,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,1091,81.378321,30.635362,10000.0,191.27,60,10000.0,1588,4,1,9,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,1110,81.378522,9.750234,5000.0,200.0,27,5000.0,1648,3,1,19,0,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,15000.0,1010,81.38246,9.590676,13000.0,300.0,56,15000.0,1634,3,2,14,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,5000.0,894,81.397614,9.7506,5000.0,180.6,30,5000.0,1570,4,4,12,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,885,81.404667,30.580242,9643.7,292.86,120,28000.0,1591,4,2,9,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,899,81.409795,12.524002,8304.0,340.0,126,34000.0,1559,4,0,7,1,1,1
0,1,0,0,0,0,0,0,0,0,0,1,0,15000.0,899,81.424888,8.550497,8304.0,300.0,56,15000.0,1650,3,1,20,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,943,81.440985,8.674661,10000.0,125.16,100,10000.0,1613,3,3,7,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,9000.0,899,81.442823,31.397154,8500.0,125.46,84,8500.0,1592,3,0,12,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,6000.0,883,81.446842,16.624266,6000.0,120.0,58,6000.0,1648,3,2,19,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,13000.0,899,81.456546,8.711588,2487.0,141.45,120,13000.0,1592,3,0,12,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,5000.0,899,81.461935,20.839673,5000.0,97.4,60,5000.0,1624,3,1,17,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,5000.0,899,81.468318,33.555878,8304.0,247.52,80,0.0,1535,4,5,10,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,10000.0,841,81.478911,30.452861,8304.0,249.64,64,13800.0,1616,3,3,7,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,81.493734,9.425379,5050.0,300.06,126,29800.0,1615,3,3,8,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,994,81.498652,30.401518,15000.0,281.65,60,15000.0,1584,4,3,13,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,957,81.506032,14.393155,8304.0,300.0,56,15000.0,1639,3,2,16,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,40000.0,899,81.515167,31.324903,8304.0,400.0,126,40000.0,1642,3,2,12,0,1,0
0,1,0,0,0,0,0,0,0,0,1,0,0,50000.0,899,81.518533,47.339091,5028.66,387.56,180,50000.0,1549,5,1,6,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899,81.804761,31.035385,10000.0,191.27,60,10000.0,1645,3,2,11,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,943,81.895612,13.251287,8304.0,247.52,80,0.0,1635,3,2,13,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,20000.0,899,81.930838,30.909452,8304.0,250.0,96,20000.0,1592,3,0,12,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,10400.0,899,81.940776,6.073388,8304.0,200.0,60,10400.0,1633,3,1,10,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,817,81.979766,14.237066,1438.0,157.77,120,14500.0,1600,3,3,9,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,7500.0,899,81.992856,31.846814,8304.0,125.0,72,7500.0,1609,3,3,9,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,30000.0,899,81.99393,7.89326,8304.0,350.0,104,30000.0,1648,3,3,5,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,81.995239,36.90282,8304.0,300.0,56,15000.0,1560,4,0,9,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,32500.0,846,82.000412,13.206045,12380.0,445.81,86,32500.0,1622,3,3,6,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,6500.0,1056,82.00486,29.998812,6500.0,73.19,120,6500.0,1562,4,0,7,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,7500.0,899,82.008042,30.831845,8304.0,200.0,42,7500.0,1653,3,2,10,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,856,82.010562,7.198086,2820.0,236.38,120,22500.0,1625,3,1,8,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,15000.0,899,82.014971,12.977907,8304.0,150.0,127,15000.0,1570,4,4,7,1,1,1
0,1,0,0,0,0,0,0,0,0,1,0,0,22000.0,902,82.029122,15.843225,19500.0,220.0,127,22000.0,1588,4,2,9,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,7700.0,899,82.035688,12.027757,7700.0,131.78,70,7700.0,1595,3,0,12,0,1,0
0,1,0,0,0,0,0,0,1,0,0,0,0,8000.0,899,82.038973,30.800977,8000.0,204.15,44,8000.0,1636,3,2,13,0,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,899,82.049656,30.790326,8304.0,600.0,126,60000.0,1457,4,5,6,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,870,82.060001,11.923996,10000.0,300.0,56,15000.0,1617,3,3,8,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899,82.073286,31.76647,8304.0,247.52,80,0.0,1609,3,3,9,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,8000.0,899,82.081204,61.056251,8000.0,355.7,24,8000.0,1552,4,0,14,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,9000.0,802,82.082317,29.79185,42.0,150.77,68,8600.0,1591,3,3,10,1,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,899,82.101693,30.738496,15000.0,157.59,120,15000.0,1593,3,0,12,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899,82.117796,30.722364,8304.0,320.0,56,16000.0,1640,3,2,16,0,0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899,82.13224,54.844393,1347.0,135.0,91,10000.0,1565,4,4,12,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,932,82.150799,8.979725,4000.0,150.0,127,15000.0,1596,3,0,13,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,12500.0,881,82.153021,11.99434,8304.0,250.0,57,12500.0,1637,3,2,15,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,25000.0,970,82.167011,29.894872,8304.0,191.4,114,17500.0,1567,4,4,12,1,1,1
0,1,0,0,0,0,0,0,1,0,0,0,0,18805.0,824,82.167395,21.775993,8304.0,300.0,73,18900.0,1605,4,2,7,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,8500.0,899,82.173072,30.666716,8304.0,150.0,67,8500.0,1593,3,0,12,0,0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,20000.0,899,82.17491,45.664865,8304.0,200.0,127,20000.0,1536,4,3,13,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,683,82.176543,1.760395,15567.0,349.97,65,20000.0,1589,3,3,12,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,778,82.17777,13.066277,8304.0,250.0,69,15000.0,1587,3,3,14,0,1,0
0,1,0,0,0,0,0,0,0,0,1,0,0,12700.0,899,82.183921,30.656091,12700.0,491.92,43,19400.0,1638,3,2,15,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,1054,82.193135,7.701545,10000.0,191.27,60,10000.0,1638,3,2,15,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,12000.0,823,82.195683,11.792822,3282.0,392.96,33,12000.0,1581,3,3,13,1,1,1
0,1,0,0,0,0,0,1,0,0,0,0,0,6500.0,899,82.211505,13.714146,8304.0,250.0,28,6500.0,1593,3,0,12,0,1,0
