ApplicationType_Limit raise,ApplicationType_New credit,LoanGoal_Car,LoanGoal_Caravan / Camper,LoanGoal_Existing loan takeover,LoanGoal_Extra spending limit,LoanGoal_Home improvement,LoanGoal_Motorcycle,LoanGoal_Not speficied,LoanGoal_Other see explanation,LoanGoal_Remaining debt home,LoanGoal_Unknown,LoanGoal_other,RequestedAmount,CreditScore,timesincefirstcase,duration,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,open_cases,month,weekday,hour,treatment,adaptation_action_recommendation,hit
0,1,1,0,0,0,0,0,0,0,0,0,0,17500.0,1004,247.234736,17.928669,17500.0,351.24,55,17500.0,2660,9,2,13,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,50000.0,964,247.247874,23.785044,50000.0,509.11,120,50000.0,2371,9,0,12,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,27500.0,1030,247.253961,17.612032,27500.0,280.01,120,27500.0,2430,9,4,14,1,1,1
0,1,0,0,0,0,0,0,0,0,1,0,0,30000.0,899,247.263829,39.866118,18500.0,484.11,123,48500.0,2341,9,3,8,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,912,247.268873,22.70077,2000.0,250.0,35,8000.0,2307,9,5,13,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,26000.0,899,247.278267,32.561332,26000.0,1492.03,18,26000.0,2295,9,5,9,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,934,247.293078,16.621669,8304.0,150.0,127,15000.0,2373,9,2,9,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,933,247.302369,18.769886,15000.0,154.11,120,15000.0,2633,9,2,7,1,1,1
0,1,0,0,0,0,0,0,0,0,0,0,1,21500.0,984,247.307226,11.502435,20000.0,371.17,60,20000.0,2382,9,2,10,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,29500.0,899,247.324613,16.660936,8304.0,247.52,80,0.0,2330,9,2,18,0,1,0
0,1,0,0,0,0,0,0,0,0,1,0,0,10000.0,875,247.325419,56.839789,9000.0,201.67,51,9000.0,2220,10,5,9,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,11500.0,900,247.339006,17.466926,8304.0,151.18,92,11500.0,2506,9,0,13,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,247.344843,33.4947,15000.0,444.96,36,15000.0,2351,9,0,18,0,1,0
0,1,0,0,0,0,0,0,0,0,1,0,0,10000.0,905,247.351879,24.492455,10000.0,79.5,180,10000.0,2408,9,2,8,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,25000.0,773,247.359197,7.764989,1779.0,254.56,120,25000.0,2319,9,0,9,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8000.0,903,247.362392,31.684911,10000.0,222.33,50,10000.0,2243,9,4,12,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,875,247.362747,15.58146,8304.0,200.0,127,20000.0,2291,9,5,10,0,1,0
0,1,0,0,0,0,0,0,1,0,0,0,0,15000.0,815,247.369365,25.40012,15000.0,154.11,120,15000.0,2327,9,3,12,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,16000.0,899,247.371494,8.465206,12900.0,164.39,120,16000.0,2310,9,2,13,0,1,0
0,1,0,0,0,0,0,0,1,0,0,0,0,5000.0,1069,247.431748,18.621338,5000.0,97.4,60,5000.0,2491,9,0,11,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,247.437535,37.47602,5000.0,241.28,22,5000.0,2416,9,1,6,1,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,10000.0,1051,247.443156,9.421499,10000.0,300.07,36,10000.0,2336,9,1,12,1,1,1
0,1,0,0,0,0,0,0,1,0,0,0,0,13000.0,930,247.470859,17.46639,8304.0,200.0,78,13000.0,2406,9,3,8,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,7500.0,899,247.492402,34.347434,8304.0,120.0,75,7500.0,2301,9,3,11,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,666,247.49271,12.67144,5000.0,97.4,60,5000.0,2409,9,4,9,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,247.538482,61.342891,5000.0,97.4,60,5000.0,2246,10,0,13,0,0,1
0,1,0,0,0,0,0,0,1,0,0,0,0,5000.0,899,247.7782,56.147011,5000.0,222.31,24,5000.0,2351,9,3,9,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,247.822023,35.017798,8304.0,300.0,101,25000.0,2295,9,4,11,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,25000.0,946,247.829086,24.299291,25000.0,254.56,120,25000.0,2415,9,2,7,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,11500.0,899,247.840869,32.998931,8304.0,218.0,61,11500.0,2332,9,2,18,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,247.845818,25.026337,25000.0,392.51,72,25000.0,2355,9,0,18,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,14000.0,988,247.853966,16.967075,2094.0,276.96,57,14000.0,2491,9,0,11,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,25000.0,899,247.879185,59.002307,25000.0,739.45,36,25000.0,2310,9,2,14,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,35000.0,899,247.88514,11.036937,8304.0,450.0,93,35000.0,2313,9,0,8,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,12000.0,899,247.907812,16.242783,12000.0,226.9,60,12000.0,2379,9,2,11,1,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,37000.0,899,247.918663,30.921067,34000.0,346.2,120,34000.0,2271,10,3,6,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,959,247.924055,7.033239,8304.0,600.0,126,60000.0,2318,9,2,6,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,11700.0,899,247.926443,30.913294,1000.0,221.22,60,11700.0,2270,10,3,6,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,247.931218,15.248903,8304.0,150.0,127,15000.0,2356,9,0,18,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,24400.0,752,247.937145,21.156749,545.0,540.0,50,24400.0,2380,9,0,11,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,899,247.938028,28.106877,7500.0,298.71,27,7500.0,2467,9,0,8,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,844,247.938177,16.880679,23700.0,243.5,120,23700.0,2560,9,1,11,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,7500.0,899,247.938836,21.044814,1500.0,150.0,58,7500.0,2645,9,2,11,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,5000.0,1089,247.94115,16.031013,8304.0,100.0,58,5000.0,2498,9,0,11,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,247.946579,32.893023,25000.0,254.56,120,25000.0,2356,9,0,18,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,11000.0,899,247.94712,7.974265,600.0,200.0,64,11000.0,2294,9,4,14,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,40000.0,710,247.947378,16.868362,40000.0,503.18,93,40000.0,2562,9,1,6,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,34000.0,899,247.951399,49.940166,34000.0,576.62,66,34000.0,2630,9,2,7,1,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,43700.0,852,247.957205,16.881803,5.0,599.77,84,43700.0,2314,9,2,12,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,247.962953,10.977982,5566.0,189.08,60,10000.0,2380,9,2,11,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,3000.0,899,247.966134,4.201575,5000.0,222.31,24,5000.0,2311,9,2,9,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,60000.0,899,247.971163,23.107885,8304.0,1108.28,60,60000.0,2632,9,2,6,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,247.972516,14.932079,8304.0,150.0,119,13700.0,2375,9,2,7,1,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,1011,247.973837,9.180823,5000.0,83.61,72,5000.0,2385,9,2,12,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,27500.0,899,247.975247,23.134555,8304.0,275.0,126,27500.0,2381,9,2,11,1,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,899,247.979474,38.860191,8304.0,325.0,71,20000.0,2335,9,1,7,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,883,247.981087,16.973848,2000.0,100.0,58,5000.0,2295,9,3,13,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,247.98165,41.453539,8304.0,250.0,126,25000.0,2391,9,1,11,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,1047,247.981696,36.110062,8304.0,300.0,56,15000.0,2355,9,3,8,1,1,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,818,247.982942,22.016409,23500.0,1498.81,55,75000.0,2407,9,4,9,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,11500.0,855,247.988806,22.169914,8304.0,115.0,134,11500.0,2560,9,1,8,1,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,247.993726,23.001928,8304.0,300.0,126,30000.0,2395,9,1,10,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,20000.0,899,247.995602,14.131704,8304.0,250.0,96,20000.0,2332,9,0,12,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6500.0,899,247.998001,13.917937,6500.0,148.19,50,6500.0,2407,9,3,11,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,18200.0,899,247.998325,15.102017,18200.0,337.76,60,18200.0,2268,9,0,9,1,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,19000.0,899,247.999332,10.974575,8304.0,400.0,53,19000.0,2380,9,2,10,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,766,248.001895,16.8233,29275.59,691.55,61,38000.0,2391,9,2,14,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,899,248.009148,14.981097,8304.0,350.0,126,35000.0,2376,9,2,10,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5100.0,899,248.011526,9.356768,2557.0,246.1,22,5100.0,2321,9,0,11,1,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,827,248.011555,16.863736,2704.0,127.75,120,12000.0,2663,9,2,14,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,248.013658,34.825957,8304.0,100.0,58,5000.0,2295,9,4,7,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,801,248.020055,16.874322,30000.0,429.51,80,30000.0,2336,9,0,13,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,899,248.022342,9.050314,8304.0,350.0,115,32500.0,2311,9,0,8,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,42300.0,989,248.024585,23.097195,8304.0,527.3,94,42300.0,2440,9,3,6,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,22000.0,899,248.030618,29.004014,6500.0,220.0,127,22000.0,2313,9,3,7,0,1,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899,248.031586,29.84578,5000.0,291.87,18,5000.0,2226,10,1,10,1,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,824,248.03754,16.776263,5462.0,345.59,65,20000.0,2487,9,0,10,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,899,248.041431,30.798414,8304.0,135.0,115,12000.0,2265,10,3,6,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,799,248.04301,14.839609,708.0,133.07,120,12500.0,2379,9,2,11,1,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899,248.043878,15.876956,5000.0,149.07,37,5000.0,2409,9,3,14,1,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,899,248.048191,58.833331,8304.0,150.0,127,15000.0,2345,9,1,6,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,27500.0,899,248.048511,32.79133,19000.0,352.61,60,19000.0,2327,9,2,17,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,912,248.04967,16.804535,15681.0,565.83,48,25000.0,2333,9,1,12,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,53500.0,899,248.060869,35.778777,8304.0,1043.63,60,56500.0,2291,9,5,10,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,5000.0,899,248.068814,44.771097,220.89,76.74,80,5000.0,2505,9,0,13,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,248.103098,10.975458,25000.0,254.56,120,25000.0,2345,9,1,6,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,11000.0,970,248.104972,30.811422,11000.0,155.89,84,11000.0,2253,10,2,12,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,899,248.105727,14.882759,6000.0,141.78,48,6000.0,2331,9,2,18,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,25000.0,899,248.107631,32.732138,8304.0,250.0,126,25000.0,2345,9,1,6,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,32000.0,899,248.109796,1.790953,29263.15,325.83,120,32000.0,2320,9,2,7,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,248.117778,30.721966,8304.0,138.0,40,5000.0,2345,9,4,9,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,50100.0,796,248.129989,25.094886,8304.0,510.13,120,50100.0,2403,9,0,8,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6500.0,899,248.131027,9.916138,1550.61,132.29,57,6500.0,2402,9,3,8,1,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,32500.0,899,248.136615,14.733914,8304.0,450.0,126,45000.0,2264,9,0,13,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,7500.0,899,248.142345,30.697486,1224.44,125.41,72,7500.0,2266,10,3,6,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,970,248.146339,17.763498,10000.0,249.58,44,10000.0,2662,9,2,14,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,6000.0,899,248.149416,33.690166,1880.0,266.77,24,6000.0,2306,9,3,10,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,17000.0,899,248.164593,33.674983,8304.0,169.53,120,16500.0,2309,9,3,8,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,837,248.165017,15.035406,10000.0,300.07,36,10000.0,2573,9,1,12,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,926,248.168411,20.947524,9950.0,234.83,84,17000.0,2333,9,0,14,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,901,248.171924,10.98921,8304.0,250.0,47,10400.0,2343,9,1,6,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,17500.0,899,248.174986,13.867121,8304.0,275.0,74,17500.0,2382,9,2,5,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,22500.0,828,248.175509,28.905324,22500.0,251.75,108,22500.0,2560,9,1,10,1,1,1
0,1,0,0,0,1,0,0,0,0,0,0,0,12000.0,899,248.179062,21.796796,8304.0,230.0,57,11500.0,2558,9,1,9,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899,248.181,34.658675,20000.0,371.17,60,20000.0,2330,9,4,22,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,62808.0,899,248.182137,33.657457,26000.0,264.74,120,26000.0,2310,9,3,8,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,44000.0,899,248.199259,32.640247,42700.0,434.78,120,42700.0,2345,9,1,6,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,7000.0,898,248.205749,23.961492,50.0,120.3,120,11300.0,2392,9,1,11,1,1,1
0,1,0,0,0,0,0,0,1,0,0,0,0,15000.0,843,248.215131,23.751873,362.0,278.38,60,15000.0,2383,9,0,9,1,1,1
0,1,0,0,0,0,0,0,1,0,0,0,0,10000.0,1061,248.21595,8.760408,10000.0,200.0,57,10000.0,2321,9,0,10,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,1016,248.215962,24.711834,7500.0,146.09,60,7500.0,2420,9,4,12,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,871,248.217607,9.733891,5000.0,205.49,120,20000.0,2316,9,0,9,1,1,1
0,1,0,0,0,0,0,0,1,0,0,0,0,12000.0,1011,248.240141,17.80675,12000.0,95.4,180,12000.0,2310,9,3,8,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,248.240303,40.59926,5000.0,67.56,120,6000.0,2409,9,3,13,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,894,248.241677,14.769764,8304.0,100.0,134,10000.0,2418,9,4,12,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,660,248.24238,11.924524,5000.0,70.5,89,5000.0,2408,9,4,10,1,1,1
0,1,0,0,0,1,0,0,0,0,0,0,0,5000.0,908,248.24739,20.879517,5000.0,97.4,60,5000.0,2392,9,0,9,1,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,615,248.257731,16.5562,5000.0,152.82,36,5000.0,2551,9,1,9,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,6000.0,899,248.264781,69.685851,10000.0,106.46,120,10000.0,2289,10,3,8,1,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899,248.275318,9.894641,8304.0,300.0,56,15000.0,2380,9,2,10,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,248.275987,58.605512,25000.0,254.56,120,25000.0,2198,10,0,7,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,35000.0,1024,248.27992,38.593156,8304.0,375.0,116,35000.0,2306,9,3,9,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,41500.0,899,248.291689,8.568047,20.0,431.0,126,43100.0,2321,9,0,11,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899,248.292255,14.785588,5200.0,150.8,78,10000.0,2409,9,3,12,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,18000.0,977,248.303416,31.853792,18000.0,334.05,60,18000.0,2262,10,4,8,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,997,248.305605,52.603911,10000.0,230.66,48,10000.0,1918,10,0,8,1,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,47000.0,979,248.312698,16.761505,19786.9,619.77,88,47000.0,2563,9,1,11,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,913,248.316247,16.568234,5000.0,431.05,12,5000.0,2311,9,0,8,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,899,248.31643,33.523241,8304.0,255.0,126,25500.0,2344,9,1,6,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,12000.0,899,248.320281,15.652077,12000.0,226.9,60,12000.0,2382,9,2,11,1,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,30000.0,909,248.322181,20.699934,8304.0,300.0,126,30000.0,2474,9,0,8,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5250.0,899,248.32238,10.645445,5200.0,200.22,28,5200.0,2304,9,3,10,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,15000.0,899,248.323901,30.515819,8304.0,150.0,127,15000.0,2272,10,3,6,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,248.327014,13.712433,4000.0,315.49,60,17000.0,2379,9,2,11,1,1,1
0,1,0,0,0,0,0,0,0,0,1,0,0,17000.0,925,248.33783,13.874236,17000.0,128.44,180,17000.0,2319,9,0,11,1,1,1
1,0,0,0,0,1,0,0,0,0,0,0,0,10000.0,899,248.339421,23.634079,8304.0,150.0,80,10000.0,2633,9,2,9,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,6000.0,899,248.342055,33.497682,8304.0,120.0,58,6000.0,2344,9,1,6,0,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,859,248.343451,16.537596,15000.0,195.38,90,15000.0,2383,9,2,11,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,40000.0,843,248.345415,17.525231,1136.0,775.79,60,42000.0,2679,9,2,16,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,899,248.348435,30.491383,10000.0,458.2,120,45000.0,2267,10,3,6,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,11000.0,899,248.356565,33.483144,11000.0,330.08,36,11000.0,2308,9,3,9,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,50000.0,899,248.358366,41.939557,50000.0,509.11,120,50000.0,2275,10,4,19,1,1,1
0,1,0,0,0,0,0,0,0,0,0,0,1,20000.0,987,248.361491,31.763838,20000.0,371.17,60,20000.0,2382,9,0,9,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,19000.0,899,248.36362,22.710121,19000.0,352.61,60,19000.0,2412,9,3,13,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,23000.0,841,248.365945,20.535909,23000.0,299.58,90,23000.0,2582,9,1,13,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,848,248.374137,11.838655,15000.0,340.8,48,15000.0,2411,9,4,12,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6500.0,1015,248.378241,16.45426,6500.0,234.79,30,6500.0,2504,9,0,13,1,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,33000.0,899,248.385314,30.454467,28400.0,289.18,120,28400.0,2380,9,2,16,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,1,5000.0,899,248.385429,50.511009,5000.0,152.82,36,5000.0,2381,9,2,11,1,1,1
