trace_id,event:start_weekday,trace:cycle_time,adaptation_action,adaptation_action_recommendation,hit
812,0,1192.4851180166668,skip,no-action,0
813,1,1217.8618020833333,skip,no-action,0
814,1,253.65186711666664,skip,no-action,0
815,2,217.50705265,no-action,no-action,1
816,2,1160.3812501666666,skip,no-action,0
817,2,219.2780165833333,no-action,no-action,1
818,2,257.71682605,skip,no-action,0
819,2,237.4242948833333,no-action,no-action,1
820,2,207.56550825,no-action,no-action,1
821,2,224.7858021833333,no-action,no-action,1
822,2,244.2214729,no-action,no-action,1
823,0,227.84064191666667,no-action,no-action,1
824,2,224.4845050333333,insert,no-action,0
825,2,253.78175146666663,skip,no-action,0
826,2,249.0763153833333,no-action,no-action,1
827,3,1135.7058868833333,skip,no-action,0
828,3,1272.039117,skip,no-action,0
829,3,1100.9912716833333,skip,no-action,0
830,2,254.18296471666667,skip,no-action,0
831,2,241.5205309833333,no-action,no-action,1
832,3,1223.13680825,skip,no-action,0
833,3,221.6425251,no-action,no-action,1
834,0,242.94354206666668,no-action,no-action,1
835,3,220.55859235,no-action,no-action,1
836,3,204.87861006666665,no-action,no-action,1
837,3,239.27187445,no-action,no-action,1
838,3,246.50624196666664,no-action,no-action,1
839,3,225.81285206666664,no-action,no-action,1
840,3,208.9760631166667,insert,no-action,0
841,3,211.24331421666668,no-action,no-action,1
842,3,252.71854686666663,skip,no-action,0
843,3,1112.4609605833334,skip,no-action,0
844,4,1251.0020044333332,skip,no-action,0
845,0,1179.7569955833333,skip,no-action,0
846,4,237.9602009333333,no-action,no-action,1
847,4,224.36967533333333,no-action,no-action,1
848,3,1074.5814551666667,skip,no-action,0
849,3,257.59658303333333,skip,no-action,0
850,4,274.84553305,skip,no-action,0
851,4,221.41371355,no-action,no-action,1
852,4,213.11686121666668,insert,no-action,0
853,4,219.0472363833333,no-action,no-action,1
854,4,260.8916614333333,skip,no-action,0
855,4,238.5904642333333,no-action,no-action,1
856,0,206.69926236666663,no-action,no-action,1
857,4,227.9351252333333,no-action,no-action,1
858,4,243.99821631666663,no-action,no-action,1
859,4,1224.16754485,skip,no-action,0
860,4,1013.9537715333332,skip,no-action,0
861,4,1299.5422793333332,skip,no-action,0
862,0,263.89196661666665,skip,no-action,0
863,0,217.65048385,no-action,no-action,1
864,0,1262.9292283,skip,no-action,0
865,4,216.73328891666668,no-action,no-action,1
866,4,275.8843612833333,skip,no-action,0
867,0,247.0216171,no-action,no-action,1
868,0,202.76736035,no-action,no-action,1
869,0,219.72825925,no-action,no-action,1
870,0,226.03551231666663,no-action,no-action,1
871,0,219.4798114833333,no-action,no-action,1
872,0,199.43968206666668,no-action,no-action,1
873,0,240.33138725,no-action,no-action,1
874,0,251.27439591666663,skip,no-action,0
875,0,4172.34940685,skip,no-action,0
876,0,3854.963130866666,skip,no-action,0
877,0,3953.84202805,skip,no-action,0
878,0,261.8858454,skip,no-action,0
879,0,241.56412183333333,no-action,no-action,1
880,1,3890.3596961,skip,no-action,0
881,1,221.82724386666663,no-action,no-action,1
882,1,235.9991726833333,no-action,no-action,1
883,0,214.6296071333333,no-action,no-action,1
884,0,203.1197236833333,no-action,no-action,1
885,1,223.19768551666667,no-action,no-action,1
886,1,256.8338558,skip,no-action,0
887,1,219.16443435,no-action,no-action,1
888,1,210.97601626666668,insert,no-action,0
889,0,225.44000766666667,no-action,no-action,1
890,0,256.79454626666666,skip,no-action,0
891,1,1177.7130986,skip,no-action,0
892,1,1164.3326857,skip,no-action,0
893,1,1184.0883414833334,skip,no-action,0
894,1,248.19157051666667,no-action,no-action,1
895,1,227.81474373333333,no-action,no-action,1
896,1,1271.3919478166667,skip,no-action,0
897,1,240.1403313,no-action,no-action,1
898,2,260.0619799666667,skip,no-action,0
899,2,217.14102511666667,no-action,no-action,1
900,2,205.85868855,insert,no-action,0
901,1,228.6314968,no-action,no-action,1
902,1,257.05869955,skip,no-action,0
903,1,240.31795116666663,no-action,no-action,1
904,2,205.62621825,no-action,no-action,1
905,2,224.17296353333333,no-action,no-action,1
906,2,241.26109705,no-action,no-action,1
907,2,1166.37194125,skip,no-action,0
908,2,1261.0291058333332,skip,no-action,0
909,2,1215.2281827,skip,no-action,0
910,2,252.92707216666668,skip,no-action,0
911,2,221.11867128333333,no-action,no-action,1
912,1,1077.1722841,skip,no-action,0
913,2,216.80282171666667,no-action,no-action,1
914,2,253.22966276666668,skip,no-action,0
915,2,239.20485211666667,no-action,no-action,1
916,3,195.59766466666667,no-action,no-action,1
917,3,218.14300613333333,no-action,no-action,1
918,3,222.62325765,no-action,no-action,1
919,2,221.36988991666664,no-action,no-action,1
920,2,224.6922062833333,insert,no-action,0
921,3,238.17571675,no-action,no-action,1
922,3,263.2591255,skip,no-action,0
923,1,1189.0809987166667,skip,no-action,0
924,3,1111.1077324333332,skip,no-action,0
925,3,1079.2626234333334,skip,no-action,0
926,3,271.81742521666666,skip,no-action,0
927,3,233.33392851666667,no-action,no-action,1
928,3,1184.9318679166668,skip,no-action,0
929,3,217.98529371666663,no-action,no-action,1
930,3,244.9037019833333,no-action,no-action,1
931,3,212.7207342,no-action,no-action,1
932,3,201.90729091666665,no-action,no-action,1
933,4,243.18030063333333,no-action,no-action,1
934,0,264.0175067,skip,no-action,0
935,4,222.91647075,no-action,no-action,1
936,4,202.47642946666667,insert,no-action,0
937,3,215.8860742333333,no-action,no-action,1
938,3,263.48006915,skip,no-action,0
939,4,1214.5994695666666,skip,no-action,0
940,4,1151.88243605,skip,no-action,0
941,4,1214.24861965,skip,no-action,0
942,4,240.6096944,no-action,no-action,1
943,4,225.38954291666667,no-action,no-action,1
944,4,1104.9968723666666,skip,no-action,0
945,0,237.8840151333333,no-action,no-action,1
946,4,259.5722862,skip,no-action,0
947,4,220.2327183333333,no-action,no-action,1
948,4,215.05656145,insert,no-action,0
949,4,207.7839393833333,no-action,no-action,1
950,4,261.0762772833333,skip,no-action,0
951,0,246.5864217333333,no-action,no-action,1
952,0,195.99208138333333,no-action,no-action,1
953,0,214.60604575,no-action,no-action,1
954,4,240.4363325333333,no-action,no-action,1
955,4,3964.3790358,skip,no-action,0
956,1,4291.9228509,skip,no-action,0
957,0,4614.4567200833335,skip,no-action,0
958,0,262.53326853333334,skip,no-action,0
959,0,212.39348826666668,no-action,no-action,1
960,0,4565.510395866667,skip,no-action,0
961,0,228.08732406666667,no-action,no-action,1
962,0,245.33617645,no-action,no-action,1
963,0,235.93413961666667,no-action,no-action,1
964,0,196.71657206666663,no-action,no-action,1
965,0,214.98653756666667,no-action,no-action,1
966,0,245.91259083333333,no-action,no-action,1
967,1,218.89420096666663,no-action,no-action,1
968,0,206.30507945,no-action,no-action,1
969,1,234.52667256666663,no-action,no-action,1
970,1,267.5211065,skip,no-action,0
971,1,1168.0174612666667,skip,no-action,0
972,0,1145.8432959666666,skip,no-action,0
973,0,1078.42542925,skip,no-action,0
974,1,254.9011958833333,skip,no-action,0
975,1,236.97340981666667,no-action,no-action,1
976,1,1140.3146166333331,skip,no-action,0
977,1,224.71540715,no-action,no-action,1
978,1,233.61813038333327,no-action,no-action,1
979,1,216.78678535,no-action,no-action,1
980,1,199.78240985,no-action,no-action,1
981,1,234.0688047833333,no-action,no-action,1
982,1,257.75954951666665,skip,no-action,0
983,1,216.82695306666668,no-action,no-action,1
984,1,211.43874286666667,insert,no-action,0
985,1,216.50244476666663,no-action,no-action,1
986,2,263.2206119666667,skip,no-action,0
987,2,1129.4153577,skip,no-action,0
988,2,1171.237444483333,skip,no-action,0
989,1,1222.367529416667,skip,no-action,0
